Beneficiary_ID,Employee_ID,Beneficiary_Name,Relationship,Allocation_Percentage
BEN01946,EMP01946,Joseph Dean Family,Child,100
BEN01947,EMP01947,Jasmine Garcia Family,Sibling,100
BEN01948,EMP01948,Tiffany Carroll Family,Parent,100
BEN01949,EMP01949,Robert Ochoa Family,Spouse,100
BEN01950,EMP01950,Rebecca Griffin Family,Child,100
BEN01951,EMP01951,James Hughes Family,Child,100
BEN01952,EMP01952,Carla Oliver Family,Child,100
BEN01953,EMP01953,Carol Stephens Family,Sibling,100
BEN01954,EMP01954,Darrell Johnson Family,Child,100
BEN01955,EMP01955,Samantha Dunn Family,Parent,100
BEN01956,EMP01956,Jessica Hill Family,Spouse,100
BEN01957,EMP01957,Joshua Gibson Family,Spouse,100
BEN01958,EMP01958,Michelle Daniels Family,Spouse,100
BEN01959,EMP01959,Teresa Hooper Family,Spouse,100
BEN01960,EMP01960,Jimmy Butler Family,Parent,100
BEN01961,EMP01961,Anna Barrett Family,Spouse,100
BEN01962,EMP01962,Leah Jones Family,Child,100
BEN01963,EMP01963,James Underwood Family,Spouse,100
BEN01964,EMP01964,Daniel Walters Family,Sibling,100
BEN01965,EMP01965,Teresa Henderson Family,Spouse,100
BEN01966,EMP01966,Michael Hall Family,Child,100
BEN01967,EMP01967,Elizabeth Gomez Family,Sibling,100
BEN01968,EMP01968,Ryan Juarez Family,Child,100
BEN01969,EMP01969,Michael Crane Family,Sibling,100
BEN01970,EMP01970,Megan Jones Family,Spouse,100
BEN01971,EMP01971,Teresa Lopez Family,Parent,100
BEN01972,EMP01972,Mr. Daniel Ross Family,Sibling,100
BEN01973,EMP01973,Roy Smith Family,Child,100
BEN01974,EMP01974,James Mendoza Family,Parent,100
